adm0	country	adm1	ISO
Burundi	Burundi	Kayanza	BDI
Mali	Mali	Kayes	MLI
Myanmar	Myanmar	Kayin	MMR
Nigeria	Nigeria	Kebbi	NGA
Tunisia	Tunisia	Kebili	TUN
Malaysia	Malaysia	Kedah	MYS
Senegal	Senegal	Kedougou	SEN
Taiwan	Taiwan	Keelung	TWN
Malaysia	Malaysia	Kelantan	MYS
Russia	Russia	Kemerovo	RUS
Central_African_Republic	Central_African_Republic	Kemo	CAF
USA	USA	Kentucky	USA
Cambodia	Cambodia	Kep	KHM
India	India	Kerala	IND
Gambia	Gambia	Kerewan	GMB
Kenya	Kenya	Kericho	KEN
Iran	Iran	Kerman	IRN
Iran	Iran	Kermanshah	IRN
Ireland	Ireland	Kerry	IRL
Finland	Finland	Keski_Pohjanmaa	FIN
Botswana	Botswana	Kgalagadi_District	BWA
Botswana	Botswana	Kgatleng_District	BWA
Russia	Russia	Khabarovsk_Krai	RUS
Russia	Russia	Khakassia	RUS
Lao	Lao	Khammouane	LAO
Vietnam	Vietnam	Khanh_Hoa	VNM
Russia	Russia	Khanty-Mansiysk	RUS
Crimea	Crimea	Kharkiv_Oblast	UKR
Sudan	Sudan	Khartoum_State	SDN
Tajikistan	Tajikistan	Khatlon_Region	TJK
Algeria	Algeria	Khenchela	DZA
Mongolia	Mongolia	Khentii	MNG
Crimea	Crimea	Kherson_Oblast	UKR
Crimea	Crimea	Khmelnytskyi_Oblast	UKR
Namibia	Namibia	Khomas_Region	NAM
Thailand	Thailand	Khon_Kaen_Province	THA
Afghanistan	Afghanistan	Khost	AFG
Mongolia	Mongolia	Khovd	MNG
Bangladesh	Bangladesh	Khulna	BGD
Iran	Iran	Khuzestan	IRN
Pakistan	Pakistan	Khyber_Pakhtunkhwa	PAK
Kenya	Kenya	Kiambu	KEN
Mali	Mali	Kidal	MLI
Equatorial_Guinea	Equatorial_Guinea	Kie_Ntem_Province	GNQ
Vietnam	Vietnam	Kien_Giang	VNM
Rwanda	Rwanda	Kigali	RWA
Tanzania,_United_Republic_Of	Tanzania,_United_Republic_Of	Kigoma	TZA
Ireland	Ireland	Kildare	IRL
Marshall_Islands	Marshall_Islands	Kili	MHL
Kenya	Kenya	Kilifi	KEN
Tanzania,_United_Republic_Of	Tanzania,_United_Republic_Of	Kilimanjaro	TZA
Ireland	Ireland	Kilkenny	IRL
Guinea	Guinea	Kindia	GIN
Jamaica	Jamaica	Kingston	JAM
Taiwan	Taiwan	Kinmen	TWN
DRC	DRC	Kinshasa	COD
Kenya	Kenya	Kirinyaga	KEN
Iraq	Iraq	Kirkuk	IRQ
Russia	Russia	Kirov	RUS
Crimea	Crimea	Kirovohrad_Oblast	UKR
Burundi	Burundi	Kirundo	BDI
Kenya	Kenya	Kisii	KEN
Kenya	Kenya	Kisumu	KEN
Kenya	Kenya	Kitui	KEN
Lithuania	Lithuania	Klaipeda	LTU
Japan	Japan	Kochi	JPN
Nigeria	Nigeria	Kogi	NGA
Cambodia	Cambodia	Koh_Kong	KHM
Iran	Iran	Kohgiluyeh_And_Boyer_Ahmad	IRN
Senegal	Senegal	Kolda	SEN
Serbia	Serbia	Kolubara_District	SRB
Hungary	Hungary	Komarom_Esztergom	HUN
Russia	Russia	Komi_Republic	RUS
Vietnam	Vietnam	Kon_Tum	VNM
DRC	DRC	Kongo_Central	COD
Croatia	Croatia	Koprivnica_Krizevci	HRV
Albania	Albania	Korce_County	ALB
Slovenia	Slovenia	Koroaka	SVN
Palau	Palau	Koror	PLW
Slovakia	Slovakia	Kosice	SVK
Federated_States_Of_Micronesia	Federated_States_Of_Micronesia	Kosrae	FSM
Kazakhstan	Kazakhstan	Kostanay_Region	KAZ
Russia	Russia	Kostroma	RUS
Armenia	Armenia	Kotayk	ARM
Benin	Benin	Kouffo	BEN
Republic_Of_The_Congo	Republic_Of_The_Congo	Kouilou	COG
Mali	Mali	Koulikouro	MLI
Mayotte	Mayotte	Koungou	MYT
Thailand	Thailand	Krabi_Province	THA
Czech_Republic	Czech_Republic	Kraj_Vysocina	CZE
Czech_Republic	Czech_Republic	Kralovehradecky_Region	CZE
Croatia	Croatia	Krapina_Zagorje	HRV
Russia	Russia	Krasnodar_Krai	RUS
Russia	Russia	Krasnoyarsk_Krai	RUS
Cambodia	Cambodia	Kratie	KHM
Sweden	Sweden	Kronoberg	SWE
Malaysia	Malaysia	Kuala_Lumpur	MYS
Libya	Libya	Kufra	LBY
Greenland	Greenland	Kujalleq	GRL
Poland	Poland	Kujawsko_Pomorskie	POL
Albania	Albania	Kukes_County	ALB
Japan	Japan	Kumamoto	JPN
North_Korea	North_Korea	Kumgang_Gun/Kumgangsan_Tourist_Region	PRK
Afghanistan	Afghanistan	Kunar	AFG
Afghanistan	Afghanistan	Kunduz	AFG
Namibia	Namibia	Kunene_Region	NAM
Gambia	Gambia	Kuntaur	GMB
Iran	Iran	Kurdistan	IRN
Russia	Russia	Kurgan	RUS
Russia	Russia	Kursk	RUS
Latvia	Latvia	Kurzeme_Region	LVA
Marshall_Islands	Marshall_Islands	Kwajalein	MHL
Kenya	Kenya	Kwale	KEN
DRC	DRC	Kwango	COD
Nigeria	Nigeria	Kwara	NGA
South_Africa	South_Africa	Kwazulu_Natal	ZAF
Botswana	Botswana	Kweneng_District	BWA
DRC	DRC	Kwilu	COD
Crimea	Crimea	Kyiv	UKR
Crimea	Crimea	Kyiv_Oblast	UKR
Finland	Finland	Kymenlaakso	FIN
Japan	Japan	Kyoto	JPN
Cyprus	Cyprus	Kyrenia	CYP
Bulgaria	Bulgaria	Kyustendil	BGR
Kazakhstan	Kazakhstan	Kyzylorda_Region	KAZ
Dominican_Republic	Dominican_Republic	La_Altagracia	DOM
Chile	Chile	La_Araucania	CHL
Seychelles	Seychelles	La_Digue_A	SYC
Colombia	Colombia	La_Guajira	COL
Peru	Peru	La_Libertad	PER
Andorra	Andorra	La_Massana	AND
Argentina	Argentina	La_Pampa	ARG
El_Salvador	El_Salvador	La_Paz	SLV
Argentina	Argentina	La_Rioja	ARG
Seychelles	Seychelles	La_Riviere	SYC
Dominican_Republic	Dominican_Republic	La_Romana	DOM
El_Salvador	El_Salvador	La_Union	SLV
Dominican_Republic	Dominican_Republic	La_Vega	DOM
Estonia	Estonia	Laane_Maakond	EST
Estonia	Estonia	Laane_Viru_Maakond	EST
Morocco	Morocco	Laayoune_Sakia_El_Hamra	MAR
Guinea	Guinea	Labe	GIN
Saint_Lucia	Saint_Lucia	Laborie	LCA
Malaysia	Malaysia	Labuan	MYS
Chad	Chad	Lac	TCD
Cote_D'Ivoire	Cote_D'Ivoire	Lacs	CIV
Marshall_Islands	Marshall_Islands	Lae	MHL
Afghanistan	Afghanistan	Laghman	AFG
Algeria	Algeria	Laghouat	DZA
Nigeria	Nigeria	Lagos	NGA
Cote_D'Ivoire	Cote_D'Ivoire	Lagunes	CIV
Yemen	Yemen	Lahij_Governorate	YEM
Vietnam	Vietnam	Lai_Chau	VNM
Kenya	Kenya	Laikipia	KEN
South_Sudan	South_Sudan	Lakes	SSD
India	India	Lakshadweep	IND
Vietnam	Vietnam	Lam_Dong	VNM
Peru	Peru	Lambayeque	PER
Thailand	Thailand	Lampang_Province	THA
Thailand	Thailand	Lamphun_Province	THA
Indonesia	Indonesia	Lampung	IDN
Kenya	Kenya	Lamu	KEN
Vietnam	Vietnam	Lang_Son	VNM
Vietnam	Vietnam	Lao_Cai	VNM
Ireland	Ireland	Laois	IRL
Finland	Finland	Lapland	FIN
Venezuela	Venezuela	Lara	VEN
Cyprus	Cyprus	Larnaca	CYP
Cuba	Cuba	Las_Tunas	CUB
Syrian_Arab_Republic	Syrian_Arab_Republic	Latakia	SYR
Latvia	Latvia	Latgale_Region	LVA
Timor_Leste	Timor_Leste	Lautem	TLS
Uruguay	Uruguay	Lavalleja	URY
Italy	Italy	Lazio	ITA
Martinique	Martinique	Le_Marin	MTQ
Martinique	Martinique	Le_Trinite	MTQ
Turkmenistan	Turkmenistan	Lebap_Region	TKM
Portugal	Portugal	Leiria	PRT
Ireland	Ireland	Leitrim	IRL
Republic_Of_The_Congo	Republic_Of_The_Congo	Lekoumou	COG
Honduras	Honduras	Lempira	HND
Russia	Russia	Leningrad_Oblast	RUS
Nicaragua	Nicaragua	Leon	NIC
Lesotho	Lesotho	Leribe_District	LSO
Seychelles	Seychelles	Les_Mamell	SYC
Albania	Albania	Lezhe_County	ALB
Maldives	Maldives	Lhaviyani	MDV
Bhutan	Bhutan	Lhuntse_District	BTN
China	China	Liaoning	CHN
Czech_Republic	Czech_Republic	Liberecky_Region	CZE
Chile	Chile	Libertador_General_Bernardo_O'Higgins	CHL
Italy	Italy	Liguria	ITA
Croatia	Croatia	Lika_Senj	HRV
Marshall_Islands	Marshall_Islands	Likiep	MHL
Republic_Of_The_Congo	Republic_Of_The_Congo	Likouala	COG
Peru	Peru	Lima	PER
Cyprus	Cyprus	Limassol	CYP
Netherlands	Netherlands	Limburg	NLD
Ireland	Ireland	Limerick	IRL
South_Africa	South_Africa	Limpopo	ZAF
Tanzania,_United_Republic_Of	Tanzania,_United_Republic_Of	Lindi	TZA
Kiribati	Kiribati	Line_Islands	KIR
Russia	Russia	Lipetsk	RUS
Timor_Leste	Timor_Leste	Liquica	TLS
Portugal	Portugal	Lisboa	PRT
Equatorial_Guinea	Equatorial_Guinea	Litoral_Province	GNQ
Cayman_Islands	Cayman_Islands	Little_Cayman	CYM
Benin	Benin	Littoral	BEN
Central_African_Republic	Central_African_Republic	Lobaye	CAF
Nauru	Nauru	Location	NRU
Poland	Poland	Lodzkie	POL
Thailand	Thailand	Loei_Province	THA
Liberia	Liberia	Lofa	LBR
Afghanistan	Afghanistan	Logar	AFG
Chad	Chad	Logone_Occidental	TCD
Chad	Chad	Logone_Oriental	TCD
Ecuador	Ecuador	Loja	ECU
DRC	DRC	Lomami	COD
Italy	Italy	Lombardia	ITA
Vietnam	Vietnam	Long_An	VNM
Bahamas	Bahamas	Long_Island	BHS
Ireland	Ireland	Longford	IRL
Thailand	Thailand	Lopburi_Province	THA
Iran	Iran	Lorestan	IRN
Peru	Peru	Loreto	PER
Armenia	Armenia	Lori	ARM
Chile	Chile	Los_Lagos	CHL
Chile	Chile	Los_Rios	CHL
Senegal	Senegal	Louga	SEN
USA	USA	Louisiana	USA
Ireland	Ireland	Louth	IRL
Bulgaria	Bulgaria	Lovech	BGR
Austria	Austria	Lower_Austria	AUT
Somalia	Somalia	Lower_Juba	SOM
Georgia	Georgia	Lower_Kartli	GEO
Germany	Germany	Lower_Saxony	DEU
Somalia	Somalia	Lower_Shebelle	SOM
DRC	DRC	Lower_Uele	COD
DRC	DRC	Lualaba	COD
Angola	Angola	Luanda	AGO
Lao	Lao	Luang_Namtha	LAO
Lao	Lao	Luang_Prabang	LAO
Zambia	Zambia	Luapula	ZMB
Poland	Poland	Lubelskie	POL
Eswatini	Eswatini	Lubombo	SWZ
Poland	Poland	Lubuskie	POL
Switzerland	Switzerland	Lucerne	CHE
Crimea	Crimea	Luhansk_Oblast	UKR
Angola	Angola	Lunda_Norte	AGO
Angola	Angola	Lunda_Sul	AGO
Zambia	Zambia	Lusaka	ZMB
Egypt	Egypt	Luxor_Governate	EGY
Crimea	Crimea	Lviv_Oblast	UKR
Algeria	Algeria	M'Sila	DZA
Mayotte	Mayotte	M'Tsangamouji	MYT
Yemen	Yemen	Ma'Rib_Governorate	YEM
Jordan	Jordan	Ma'an	JOR
Greece	Greece	Macedonia_Thrace	GRC
Kenya	Kenya	Machakos	KEN
Serbia	Serbia	Macva_District	SRB
Jordan	Jordan	Madaba	JOR
Papua_New_Guinea	Papua_New_Guinea	Madang	PNG
India	India	Madhya_Pradesh	IND
Saudi_Arabia	Saudi_Arabia	Madinah	SAU
Peru	Peru	Madre_De_Dios	PER
Spain	Spain	Madrid	ESP
Nicaragua	Nicaragua	Madriz	NIC
Thailand	Thailand	Mae_Hong_Son_Province	THA
Eritrea	Eritrea	Maekel_Region	ERI
Lesotho	Lesotho	Mafeteng_District	LSO
Jordan	Jordan	Mafraq	JOR
Russia	Russia	Magadan	RUS
Chile	Chile	Magallanes	CHL
Colombia	Colombia	Magdalena	COL
Myanmar	Myanmar	Magway	MMR
Thailand	Thailand	Maha_Sarakham_Province	THA
Guyana	Guyana	Mahaica_Berbice	GUY
India	India	Maharashtra	IND
Tunisia	Tunisia	Mahdia	TUN
DRC	DRC	Mai_Ndombe	COD
USA	USA	Maine	USA
Cabo_Verde	Cabo_Verde	Maio	CPV
Marshall_Islands	Marshall_Islands	Majuro	MHL
Burundi	Burundi	Makamba	BDI
Solomon_Islands	Solomon_Islands	Makira_Ulawa_Province	SLB
Saudi_Arabia	Saudi_Arabia	Makkah	SAU
Kenya	Kenya	Makueni	KEN
Malaysia	Malaysia	Malacca	MYS
Solomon_Islands	Solomon_Islands	Malaita_Province	SLB
Vanuatu	Vanuatu	Malampa	VUT
Angola	Angola	Malanje	AGO
Uruguay	Uruguay	Maldonado	URY
Marshall_Islands	Marshall_Islands	Maloelap	MHL
Poland	Poland	Malopolska	POL
Indonesia	Indonesia	Maluku	IDN
Central_African_Republic	Central_African_Republic	Mambere_Kadei	CAF
Guinea	Guinea	Mamou	GIN
Mayotte	Mayotte	Mamoudzou	MYT
Ecuador	Ecuador	Manabi	ECU
Nicaragua	Nicaragua	Managua	NIC
Timor_Leste	Timor_Leste	Manatuto	TLS
New_Zealand	New_Zealand	Manawatu_Wanganui	NZL
Jamaica	Jamaica	Manchester	JAM
Myanmar	Myanmar	Mandalay	MMR
Kenya	Kenya	Mandera	KEN
Chad	Chad	Mandoul	TCD
Guam	Guam	Mangilao	GUM
Bahamas	Bahamas	Mangrove_Cay	BHS
Kazakhstan	Kazakhstan	Mangystau_Region	KAZ
Mozambique	Mozambique	Manica	MOZ
Zimbabwe	Zimbabwe	Manicaland	ZWE
DRC	DRC	Maniema	COD
India	India	Manipur	IND
Canada	Canada	Manitoba	CAN
Tunisia	Tunisia	Manouba	TUN
Gambia	Gambia	Mansa_Konko	GMB
Timor_Leste	Timor_Leste	Manufahi	TLS
Papua_New_Guinea	Papua_New_Guinea	Manus	PNG
Tanzania,_United_Republic_Of	Tanzania,_United_Republic_Of	Manyara	TZA
Eswatini	Eswatini	Manzini	SWZ
Mozambique	Mozambique	Maputo	MOZ
Tanzania,_United_Republic_Of	Tanzania,_United_Republic_Of	Mara	TZA
Niger	Niger	Maradi	NER
Romania	Romania	Maramures	ROU
Brazil	Brazil	Maranhao	BRA
Italy	Italy	Marche	ITA
Liberia	Liberia	Margibi	LBR
Russia	Russia	Mari_El	RUS
Dominican_Republic	Dominican_Republic	Maria_Trinidad_Sanchez	DOM
Lithuania	Lithuania	Marijampole	LTU
Togo	Togo	Maritime_Region	TGO
Libya	Libya	Marj	LBY
Iran	Iran	Markazi	IRN
New_Zealand	New_Zealand	Marlborough	NZL
Suriname	Suriname	Marowijne	SUR
Morocco	Morocco	Marrakech_Safi	MAR
Kenya	Kenya	Marsabit	KEN
Turkmenistan	Turkmenistan	Mary_Region	TKM
USA	USA	Maryland	USA
Nicaragua	Nicaragua	Masaya	NIC
Algeria	Algeria	Mascara	DZA
Lesotho	Lesotho	Maseru_District	LSO
Zimbabwe	Zimbabwe	Mashonaland_Central	ZWE
Zimbabwe	Zimbabwe	Mashonaland_East	ZWE
Zimbabwe	Zimbabwe	Mashonaland_West	ZWE
USA	USA	Massachusetts	USA
Zimbabwe	Zimbabwe	Masvingo	ZWE
Zimbabwe	Zimbabwe	Matabeleland_North	ZWE
Zimbabwe	Zimbabwe	Matabeleland_South	ZWE
Nicaragua	Nicaragua	Matagalpa_(Departemento)	NIC
Senegal	Senegal	Matam	SEN
Cuba	Cuba	Matanzas	CUB
Brazil	Brazil	Mato_Grosso	BRA
Brazil	Brazil	Mato_Grosso_Do_Sul	BRA
Egypt	Egypt	Matrouh	EGY
Madagascar	Madagascar	Matsiatra_Ambony	MDG
Taiwan	Taiwan	Matsu_Islands	TWN
Chile	Chile	Maule	CHL
Liechtenstein	Liechtenstein	Mauren	LIE
Cuba	Cuba	Mayabeque	CUB
Bahamas	Bahamas	Mayaguana	BHS
Ireland	Ireland	Mayo	IRL
Chad	Chad	Mayo_Kebbi_Est	TCD
Chad	Chad	Mayo_Kebbi_Ouest	TCD
Iraq	Iraq	Maysan	IRQ
Iran	Iran	Mazandaran	IRN
Poland	Poland	Mazowieckie	POL
Tanzania,_United_Republic_Of	Tanzania,_United_Republic_Of	Mbeya	TZA
Central_African_Republic	Central_African_Republic	Mbomou	CAF
Croatia	Croatia	Medimurje	HRV
Ireland	Ireland	Meath	IRL
Germany	Germany	Mecklenburg_Vorpommern	DEU
Algeria	Algeria	Medea	DZA
Tunisia	Tunisia	Medenine	TUN
India	India	Meghalaya	IND
Romania	Romania	Mehedinti	ROU
Marshall_Islands	Marshall_Islands	Mejit	MHL
Madagascar	Madagascar	Melaky	MDG
Palau	Palau	Melekeok	PLW
Spain	Spain	Melilla	ESP
Madagascar	Madagascar	Menabe	MDG
Argentina	Argentina	Mendoza	ARG
Venezuela	Venezuela	Merida	VEN
Guam	Guam	Merizo	GUM
Kenya	Kenya	Meru	KEN
Colombia	Colombia	Meta	COL
Mexico	Mexico	Mexico_City	MEX
Taiwan	Taiwan	Miaoli_County	TWN
USA	USA	Michigan	USA
Mexico	Mexico	Michoacan_De_Ocampo	MEX
Saint_Lucia	Saint_Lucia	Micoud	LCA
Somalia	Somalia	Middle_Juba	SOM
Somalia	Somalia	Middle_Shebelle	SOM
Zimbabwe	Zimbabwe	Midlands	ZWE
Denmark	Denmark	Midtjylland	DNK
Japan	Japan	Mie	JPN
Kenya	Kenya	Migori	KEN
Algeria	Algeria	Mila	DZA
Marshall_Islands	Marshall_Islands	Mili	MHL
Papua_New_Guinea	Papua_New_Guinea	Milne_Bay	PNG
Brazil	Brazil	Minas_Gerais	BRA
USA	USA	Minnesota	USA
Belarus	Belarus	Minsk	BLR
Belarus	Belarus	Minsk_Region	BLR
Egypt	Egypt	Minya_Governate	EGY
Venezuela	Venezuela	Miranda	VEN
Argentina	Argentina	Misiones	ARG
Libya	Libya	Misrata	LBY
USA	USA	Mississippi	USA
USA	USA	Missouri	USA
Japan	Japan	Miyagi	JPN
Japan	Japan	Miyazaki	JPN
India	India	Mizoram	IND
Belarus	Belarus	Mogliev_Region	BLR
Lesotho	Lesotho	Mohale'S_Hoek_District	LSO
Comoros	Comoros	Moheli	COM
Mauritius	Mauritius	Moka	MUS
Lesotho	Lesotho	Mokhotlong_District	LSO
Italy	Italy	Molise	ITA
Kenya	Kenya	Mombasa	KEN
Myanmar	Myanmar	Mon	MMR
Monaco	Monaco	Monaco	MCO
Venezuela	Venezuela	Monagas	VEN
Ireland	Ireland	Monaghan	IRL
Tunisia	Tunisia	Monastir	TUN
Cambodia	Cambodia	Mondulkiri	KHM
DRC	DRC	Mongala	COD
Bhutan	Bhutan	Mongar_District	BTN
Guam	Guam	Mongmong_Toto_Maite	GUM
Benin	Benin	Mono	BEN
Dominican_Republic	Dominican_Republic	Monsenor_Nouel	DOM
Seychelles	Seychelles	Mont_Buxto	SYC
Seychelles	Seychelles	Mont_Fleur	SYC
Cote_D'Ivoire	Cote_D'Ivoire	Montagnes	CIV
USA	USA	Montana	USA
Dominican_Republic	Dominican_Republic	Monte_Cristi	DOM
Dominican_Republic	Dominican_Republic	Monte_Plata	DOM
San_Marino	San_Marino	Montegiardino	SMR
Uruguay	Uruguay	Montevideo	URY
Liberia	Liberia	Montserrado	LBR
Egypt	Egypt	Monufia	EGY
Bahamas	Bahamas	Moore'S_Island	BHS
Mali	Mali	Mopti	MLI
Peru	Peru	Moquegua	PER
Serbia	Serbia	Moravica_District	SRB
Czech_Republic	Czech_Republic	Moravskoslezsky_Region	CZE
El_Salvador	El_Salvador	Morazan	SLV
Norway	Norway	More_Og_Romsdal	NOR
Mexico	Mexico	Morelos	MEX
Papua_New_Guinea	Papua_New_Guinea	Morobe	PNG
Tanzania,_United_Republic_Of	Tanzania,_United_Republic_Of	Morogoro	TZA
Ecuador	Ecuador	Morona_Santiago	ECU
Russia	Russia	Moscow	RUS
Algeria	Algeria	Mostaganem	DZA
Cabo_Verde	Cabo_Verde	Mosteiros	CPV
Lebanon	Lebanon	Mount_Lebanon_Governorate	LBN
Angola	Angola	Moxico	AGO
Chad	Chad	Moyen_Chari	TCD
Gabon	Gabon	Moyen_Ogooue	GAB
South_Africa	South_Africa	Mpumalanga	ZAF
Mayotte	Mayotte	Mtsamboro	MYT
Georgia	Georgia	Mtskheta_Mtianeti	GEO
Tanzania,_United_Republic_Of	Tanzania,_United_Republic_Of	Mtwara	TZA
Kuwait	Kuwait	Mubarak_Al_Kabeer	KWT
Zambia	Zambia	Muchinga	ZMB
Somalia	Somalia	Mudug	SOM
Bahrain	Bahrain	Muharraq_Governorate	BHR
Thailand	Thailand	Mukdahan_Province	THA
Moldova	Moldova	Municipiul_Balti	MDA
Moldova	Moldova	Municipiul_Chisinau	MDA
Burundi	Burundi	Muramvya	BDI
Kenya	Kenya	Murang`A	KEN
Spain	Spain	Murcia	ESP
Romania	Romania	Mures	ROU
Russia	Russia	Murmansk	RUS
Libya	Libya	Murqub	LBY
Libya	Libya	Murzuq	LBY
Oman	Oman	Muscat	OMN
Iraq	Iraq	Muthanna	IRQ
Burundi	Burundi	Muyinga	BDI
Tanzania,_United_Republic_Of	Tanzania,_United_Republic_Of	Mwanza	TZA
Burundi	Burundi	Mwaro	BDI
Crimea	Crimea	Mykolaiv_Oblast	UKR
Bangladesh	Bangladesh	Mymensingh	BGD
Chad	Chad	N'Djamena_Region	TCD
Algeria	Algeria	Naama	DZA
Lebanon	Lebanon	Nabatiyeh_Governorate	LBN
Tunisia	Tunisia	Nabeul	TUN
India	India	Nagaland	IND
Japan	Japan	Nagano	JPN
Japan	Japan	Nagasaki	JPN
Kenya	Kenya	Nairobi	KEN
Iraq	Iraq	Najaf	IRQ
Saudi_Arabia	Saudi_Arabia	Najran	SAU
Thailand	Thailand	Nakhon_Nayok_Province	THA
Thailand	Thailand	Nakhon_Pathom_Province	THA
Thailand	Thailand	Nakhon_Phanom_Province	THA
Thailand	Thailand	Nakhon_Ratchasima_Province	THA
Thailand	Thailand	Nakhon_Sawan_Province	THA
Thailand	Thailand	Nakhon_Si_Thammarat_Province	THA
Kenya	Kenya	Nakuru	KEN
Libya	Libya	Nalut	LBY
Vietnam	Vietnam	Nam_Dinh	VNM
Uzbekistan	Uzbekistan	Namangan_Region	UZB
Marshall_Islands	Marshall_Islands	Namdrik	MHL
Angola	Angola	Namibe	AGO
Mozambique	Mozambique	Nampula	MOZ
Marshall_Islands	Marshall_Islands	Namu	MHL
Thailand	Thailand	Nan_Province	THA
Central_African_Republic	Central_African_Republic	Nana_Grebizi	CAF
Central_African_Republic	Central_African_Republic	Nana_Mambere	CAF
Kenya	Kenya	Nandi	KEN
Afghanistan	Afghanistan	Nangarhar	AFG
Taiwan	Taiwan	Nantou_County	TWN
Ecuador	Ecuador	Napo	ECU
Japan	Japan	Nara	JPN
Thailand	Thailand	Narathiwat_Province	THA
Colombia	Colombia	Narino	COL
Kenya	Kenya	Narok	KEN
Kyrgyzstan	Kyrgyzstan	Naryn_Region	KGZ
Nigeria	Nigeria	Nasarawa	NGA
Papua_New_Guinea	Papua_New_Guinea	National_Capital_District	PNG
Philippines	Philippines	National_Capital_Region	PHL
Spain	Spain	Navarra	ESP
Uzbekistan	Uzbekistan	Navoiy_Region	UZB
Mexico	Mexico	Nayarit	MEX
Myanmar	Myanmar	Naypyitaw__Council	MMR
Romania	Romania	Neamt	ROU
USA	USA	Nebraska	USA
Malaysia	Malaysia	Negeri_Sembilan	MYS
Philippines	Philippines	Negros_Island_Region	PHL
New_Zealand	New_Zealand	Nelson	NZL
Russia	Russia	Nenets_Autonomous_Okrug	RUS
Switzerland	Switzerland	Neuchatel	CHE
Argentina	Argentina	Neuquen	ARG
USA	USA	Nevada	USA
Canada	Canada	New_Brunswick	CAN
USA	USA	New_Hampshire	USA
Papua_New_Guinea	Papua_New_Guinea	New_Ireland	PNG
USA	USA	New_Jersey	USA
USA	USA	New_Mexico	USA
Australia	Australia	New_South_Wales	AUS
Taiwan	Taiwan	New_Taipei	TWN
Egypt	Egypt	New_Valley	EGY
USA	USA	New_York	USA
Canada	Canada	Newfoundland_And_Labrador	CAN
Palau	Palau	Ngaraard	PLW
Palau	Palau	Ngarchelong	PLW
Palau	Palau	Ngardmau	PLW
Palau	Palau	Ngatpang	PLW
Palau	Palau	Ngchesar	PLW
Palau	Palau	Ngeremlengui	PLW
Vietnam	Vietnam	Nghe_An	VNM
Palau	Palau	Ngiwal	PLW
Gabon	Gabon	Ngounie	GAB
Burundi	Burundi	Ngozi	BDI
Niger	Niger	Niamey	NER
Republic_Of_The_Congo	Republic_Of_The_Congo	Niari	COG
Mozambique	Mozambique	Niassa	MOZ
Nauru	Nauru	Nibok	NRU
Suriname	Suriname	Nickerie	SUR
Cyprus	Cyprus	Nicosia	CYP
Switzerland	Switzerland	Nidwalden	CHE
Nigeria	Nigeria	Niger	NGA
Japan	Japan	Niigata	JPN
Liberia	Liberia	Nimba	LBR
Afghanistan	Afghanistan	Nimroz	AFG
Iraq	Iraq	Nineveh	IRQ
China	China	Ningxia_Hui	CHN
Vietnam	Vietnam	Ninh_Binh	VNM
Vietnam	Vietnam	Ninh_Thuan	VNM
Serbia	Serbia	Nisava_District	SRB
Slovakia	Slovakia	Nitra	SVK
Tonga	Tonga	Niuas	TON
Russia	Russia	Nizhny_Novgorod	RUS
Tanzania,_United_Republic_Of	Tanzania,_United_Republic_Of	Njombe	TZA
Hungary	Hungary	Nograd	HUN
Thailand	Thailand	Nong_Bua_Lam_Phu_Province	THA
Thailand	Thailand	Nong_Khai_Province	THA
Thailand	Thailand	Nonthaburi_Province	THA
Netherlands	Netherlands	Noord_Brabant	NLD
Netherlands	Netherlands	Noord_Holland	NLD
Burkina_Faso	Burkina_Faso	Nord	BFA
Haiti	Haiti	Nord_Est_Department	HTI
Haiti	Haiti	Nord_Ouest_Department	HTI
DRC	DRC	Nord_Ubangi	COD
Faroe_Islands	Faroe_Islands	Norderøerne	FRO
Denmark	Denmark	Nordjylland	DNK
Norway	Norway	Nordland	NOR
France	France	Normandie	FRA
Sweden	Sweden	Norrbotten	SWE
Colombia	Colombia	Norte_De_Santander	COL
Bahamas	Bahamas	North_Abaco	BHS
Bahamas	Bahamas	North_Andros	BHS
Serbia	Serbia	North_Backa_District	SRB
Serbia	Serbia	North_Banat_District	SRB
USA	USA	North_Carolina	USA
Nicaragua	Nicaragua	North_Carribean_Coast_Autonomous_Region	NIC
Sri_Lanka	Sri_Lanka	North_Central_Province	LKA
USA	USA	North_Dakota	USA
Sudan	Sudan	North_Darfur_State	SDN
Israel	Israel	North_District	ISR
Botswana	Botswana	North_East_District	BWA
Singapore	Singapore	North_East_Region	SGP
Bahamas	Bahamas	North_Eleuthera	BHS
North_Korea	North_Korea	North_Hamgyong	PRK
Indonesia	Indonesia	North_Kalimantan	IDN
Finland	Finland	North_Karelia	FIN
Kazakhstan	Kazakhstan	North_Kazakhstan_Region	KAZ
Iran	Iran	North_Khorasan	IRN
DRC	DRC	North_Kivu	COD
Sudan	Sudan	North_Kordofan_State	SDN
Lebanon	Lebanon	North_Lebanon_Governorate	LBN
Indonesia	Indonesia	North_Maluku	IDN
Russia	Russia	North_Ossetia-Alania	RUS
Tanzania,_United_Republic_Of	Tanzania,_United_Republic_Of	North_Pemba	TZA
North_Korea	North_Korea	North_Pyongan	PRK
Singapore	Singapore	North_Region	SGP
Germany	Germany	North_Rhine_Westphalia	DEU
Cayman_Islands	Cayman_Islands	North_Side	CYM
